Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,37,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),36.02,1266.55,No
Male,0,No,No,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,61.41,3845.09,No
Female,0,No,Yes,34,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),18.11,602.01,No
Female,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.06,4751.86,No
Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,54.92,965.71,Yes
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Electronic check,120,2292.54,Yes
Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),82.61,5082.41,No
Male,0,No,No,69,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.41,2387.02,No
Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,35.99,1239.83,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.13,1423.74,Yes
Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,91.38,5001.42,Yes
Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),120,120,Yes
Female,0,No,No,13,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.69,1347.27,Yes
Female,0,No,No,27,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,79.31,2128.11,Yes
Female,0,No,No,70,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,107.7,7683.26,Yes
Male,0,No,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.24,4157.33,No
Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,65.9,385.15,Yes
Male,1,Yes,No,23,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,28.62,679.35,No
Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),110.25,1079.92,Yes
Female,0,No,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,68.97,3491.56,No
Male,0,No,No,19,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),62.04,1153.04,Yes
Male,1,Yes,No,51,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,41.18,2088.84,No
Male,0,Yes,Yes,68,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),101.76,6577.22,Yes
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.6,3895.1,Yes
Male,0,Yes,No,57,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,37.93,2150.18,No
Female,0,No,No,68,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),80.31,5533.3,No
Male,0,Yes,No,38,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,88.88,3423.83,Yes
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,27.61,1726.16,No
Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.24,577.48,Yes
Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,78.23,5802.83,No
Male,1,Yes,Yes,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.7,4139.79,Yes
Female,0,No,No,52,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),120,6063.34,Yes
Female,0,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,120,3137.01,Yes
Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,No,Electronic check,102.09,2720.41,Yes
Female,0,No,No,19,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),72.81,1315.91,Yes
Female,1,No,No,9,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),84.15,740.41,Yes
Female,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.02,4913.88,No
Female,0,No,No,20,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,120,2401.69,Yes
Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,69.12,3424.37,No
Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,One year,No,Mailed check,52.57,1206.38,No
Female,0,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.46,1015.51,Yes
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,120,1456.64,Yes
Female,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,35.94,353.73,No
Female,0,No,Yes,65,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),44.84,2789.51,No
Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.18,1258.32,No
Male,1,Yes,No,8,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,29.09,235.7,No
Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),36.46,729.54,No
Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),93.21,2069.54,Yes
Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.59,1347.49,Yes
Female,0,No,No,66,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),26.18,1778.87,No
Male,0,Yes,No,48,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.57,4043.94,Yes
Male,0,Yes,No,44,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.36,3195.88,Yes
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),93.55,839.01,Yes
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,46.88,3107.34,No
Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.19,1594.07,No
Female,1,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.4,2329.17,Yes
Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),89.75,2312.63,Yes
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),31.87,1045.52,No
Male,0,No,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,72.14,600.82,Yes
Female,0,Yes,No,10,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),46.51,478.75,No
Female,0,No,No,48,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),94.13,4523.33,Yes
Female,0,Yes,No,55,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),84.87,4605,Yes
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.56,5455.81,Yes
Female,0,Yes,Yes,40,No,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,39.76,1654.32,No
Female,0,No,No,15,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,44.31,643.69,No
Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),53.88,999.59,No
Male,1,Yes,No,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.1,1074.89,No
Female,0,No,Yes,62,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.05,4913.4,No
Female,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),32.69,1503.78,No
Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),110.64,4197.05,Yes
Male,0,No,No,15,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),117.31,1672.17,Yes
Female,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.28,5239.86,Yes
Female,0,No,No,64,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,80,4989.18,No
Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.31,3913.23,No
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),70.67,1105.98,Yes
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),42.31,2839.69,No
Male,0,Yes,No,66,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),69.72,4603.84,No
Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,75.06,982.07,Yes
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),40.24,1882.31,No
Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),113.64,1018.47,Yes
Female,1,No,No,63,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),62.47,3970.89,No
Male,1,No,No,34,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),34.14,1163.82,No
Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.84,1643.66,No
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),46.92,1683.45,No
Female,0,No,No,43,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.79,1649.68,No
Female,1,No,Yes,64,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,112.14,7315.69,Yes
Female,1,Yes,No,24,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,65.3,1571.68,Yes
Female,0,Yes,No,71,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,95.89,6760.43,Yes
Male,0,Yes,No,34,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,77.34,2708.01,Yes
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),79.3,3740.09,Yes
Male,0,No,Yes,12,No,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,64.59,780.36,Yes
Male,0,No,No,23,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),52.04,1145.98,No
Male,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,104,1385.04,Yes
Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,84.63,3882.69,Yes
Female,0,Yes,Yes,65,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,59.57,3989.13,No
Female,1,No,Yes,47,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,94.83,4628.37,Yes
Male,0,Yes,No,58,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),110.3,6562.47,Yes
Male,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.98,392.99,Yes
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.54,549.09,Yes
Male,0,No,No,60,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),50.68,2993.16,No
Male,0,Yes,Yes,21,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),38.01,833.67,No
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.71,1367.48,No
Female,0,No,No,18,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,66.24,1198.1,Yes
Female,0,Yes,Yes,21,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,111.66,2313.57,Yes
Male,0,No,No,54,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,53.57,2998.66,No
Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),76.53,751.79,Yes
Female,0,No,No,24,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,98.03,2271.23,Yes
Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,79.02,4807.34,No
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,50.19,2729.98,No
Female,0,Yes,No,23,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),26.64,605.31,No
Male,0,Yes,Yes,22,No,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,101.57,2303.29,Yes
Male,0,Yes,Yes,68,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.43,2226.69,No
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.64,1902.42,No
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Electronic check,66.02,4832.05,No
Female,1,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,102.9,2972.19,Yes
Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.93,3882.81,Yes
Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),69.45,2925.87,No
Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,101.38,2347.88,Yes
Male,0,No,No,70,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,107.98,7812.7,Yes
Female,0,No,Yes,2,No,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),50.7,,Yes
Male,0,Yes,No,24,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,53.2,1264.89,No
Male,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),87.48,1504.23,Yes
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,115.91,7652.93,Yes
Female,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,44.15,3168.04,No
Male,0,Yes,No,69,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),18,1262.89,No
Female,0,No,No,60,Yes,No,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.49,5193.97,No
Male,1,No,No,50,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,105.93,5388.96,Yes
Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.88,824.94,Yes
Male,0,Yes,No,47,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),120,5434.1,Yes
Female,0,No,No,67,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.89,2748.92,No
Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),42.73,2647.13,No
Female,0,No,Yes,27,No,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,42.33,1199.2,No
Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,67.61,3351.87,No
Female,0,No,Yes,62,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,68.3,4306.97,No
Female,0,No,Yes,44,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),41.91,1930.08,No
Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,98.7,1896.39,Yes
Male,0,No,No,59,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),73.03,4117.65,No
Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,33.96,273.29,No
Female,0,Yes,No,55,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,No,Electronic check,83.41,4485.34,Yes
Female,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.39,2430.19,No
Male,0,No,No,2,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),68.05,,Yes
Male,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,No,Mailed check,91.62,3671.3,Yes
Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,94.97,4274.9,Yes
Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.5,2952.51,Yes
Male,0,No,No,65,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,66.49,4236.27,No
Male,0,Yes,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.76,1364.3,No
Male,0,No,Yes,11,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.44,594.5,Yes
Male,0,Yes,No,10,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),65.7,641.3,Yes
Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),111.39,6741.08,Yes
Male,0,Yes,Yes,55,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.22,2664.48,No
Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,71.05,1357.25,Yes
Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,28.01,468.73,No
Male,0,Yes,Yes,68,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.22,5185.84,No
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.64,328.19,Yes
Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),61.12,3836.6,No
Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,90.4,2130.39,Yes
Male,0,Yes,No,46,No,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),44.43,2029.24,No
Female,0,No,No,52,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),107.03,5453.76,Yes
Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),42.21,406.47,No
Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,105.98,4937.33,Yes
Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18,504.5,No
Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.18,3246.42,Yes
Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),83.31,2109.12,Yes
